"X","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"BairnBiologics","Helping Health Practitioners restore health with holistic supplements",4169,299,64,305,"http://t.co/gD2PWdCOrr","Bairn Biologics","2015-01-13 21:21:05",FALSE,FALSE,"BairnBiologics","Nevada ","en",2980613582,56,FALSE,"http://pbs.twimg.com/profile_images/555122127901175809/4KV9cEH4_normal.jpeg",-71.542969,-35.675147
"MaimonidesMC","From heart, stroke & cancer care, to bone & joint care and more, we're rated one of the best hospitals in the nation. The best care. Right here in Brooklyn.",13990,2809,1352,790,"https://t.co/26uMRWpGTy","Maimonides MedCenter","2010-10-04 18:34:31",FALSE,FALSE,"MaimonidesMC","Brooklyn, NY (4802 Tenth Ave)","en",198593937,109,FALSE,"http://pbs.twimg.com/profile_images/378800000700049480/5790d56dcf1a9fd9f84c7ec3e7203a3b_normal.png",-122.0651819,37.9100783
"jyotss","Medical writer, Stanford Ignite 2017",13918,625,6024,525,"https://t.co/M5XyMEUdHX","Jyoti Rao","2009-07-30 16:04:18",FALSE,FALSE,"jyotss","Bangalore","en",61523905,124,FALSE,"http://pbs.twimg.com/profile_images/831161281197465601/7p1QMvUp_normal.jpg",-106.346771,56.130366
"SaintAmish","I write stuff about stuff other people have written. Occasionally, the people who wrote the first stuff read the stuff I write about the stuff they wrote.",1066,162,7466,832,"https://t.co/cNpbP108Mp","Brendan Allen","2016-09-06 20:24:27",FALSE,FALSE,"SaintAmish","Bakersfield, CA","en",773255563442425856,4,FALSE,"http://pbs.twimg.com/profile_images/970848916680818688/E2EiSr9A_normal.jpg",-75.1652215,39.9525839
"swhp","Scott and White Health Plan, a trusted name in healthcare. DM us at @SWHP_Cares for assistance.",87,292,10,24,"https://t.co/eBgcnFVWdm","ScottWhiteHealthPlan","2009-03-26 02:58:57",FALSE,FALSE,"swhp","Temple, TX","en",26673117,4,FALSE,"http://pbs.twimg.com/profile_images/684489525540749312/3Adogote_normal.png",-73.9441579,40.6781784
"NIHClinicalCntr","Official Twitter account of the NIH Clinical Center, the nation's largest hospital devoted entirely to clinical research. https://t.co/1dV3QpZixF",5268,62844,419,191,"http://t.co/VonqsCWMn3","NIH Clinical Center","2009-02-05 20:49:45",FALSE,TRUE,"NIHClinicalCntr","Bethesda, MD","en",20186316,1231,FALSE,"http://pbs.twimg.com/profile_images/936669551831416832/AkcuxaNH_normal.jpg",-95.712891,37.09024
"WDTnews","The Watertown Daily Times brings you the most comprehensive coverage of N.Y.'s Jefferson, Lewis & St. Lawrence counties - and exclusive giveaways!",42595,6920,278,375,"http://t.co/K1pHczx7jc","Watertown DailyTimes","2009-01-07 16:30:50",FALSE,FALSE,"WDTnews","Watertown, NY","en",18727106,232,FALSE,"http://pbs.twimg.com/profile_images/2927758565/ea75549c1d2bc4d87577f7bf60f6a475_normal.jpeg",-102.4107493,34.2331373
"Jennasm66663888","Google Plus Page: https://t.co/nAOrQivZwZ",357596,12317,71047,13537,"http://t.co/cCeiEqGeaZ","Jennasmith","2013-02-22 17:11:08",FALSE,FALSE,"Jennasm66663888","Virginia, USA","en",1209274076,1105,FALSE,"http://pbs.twimg.com/profile_images/378800000376081782/e7671918906098adbd3939b1898e9260_normal.jpeg",-71.2923877,42.296797
"PAHealthDept","Official Twitter account for the Pennsylvania Department of Health. DOH is Pennsylvania’s primary source for public health information and services.",6932,6417,1579,932,"http://t.co/8j11yVd6Dh","PA Department of Health","2015-04-28 19:38:36",FALSE,TRUE,"PAHealthDept","Harrisburg, PA","en",3218464527,149,FALSE,"http://pbs.twimg.com/profile_images/704382718570852353/crCGW7Wc_normal.jpg",-95.712891,37.09024
"mnhealth","Minnesota Department of Health is responsible for protecting, maintaining and improving the health of all Minnesotans. Phone: 651-201-5000",10654,10552,1826,562,"https://t.co/gfpFEMlqp2","mnhealth","2009-03-18 20:41:10",FALSE,FALSE,"mnhealth","St. Paul, Minnesota","en",25149628,450,FALSE,"http://pbs.twimg.com/profile_images/870291341154111488/Qu2TB-YF_normal.jpg",-83.555212,41.6639383
"FLHealthCitrus","",356,86,1851,91,"https://t.co/euOBVQKttr","Citrus Health Dept","2017-06-01 20:49:06",FALSE,FALSE,"FLHealthCitrus","Citrus County, FL","en",870381714438311936,4,FALSE,"http://pbs.twimg.com/profile_images/870617485807988740/3cEz2WPO_normal.jpg",-72.9278835,41.308274
"LoneStarCares","Here for your health. Lone Star Circle of Care provides exceptional and accessible patient centered healthcare for our Texas neighbors.",336,203,19,442,"https://t.co/JeuNwtkcZ4","LoneStarCares","2016-06-15 21:03:41",FALSE,FALSE,"LoneStarCares","Texas, USA","en",743187242328330240,2,FALSE,"http://pbs.twimg.com/profile_images/839232193310273536/V-awGT_r_normal.jpg",-81.8661442,28.0582985
"EmilyGurnon","Senior Editor covering health and caregiving for @NextAvenue, a @PBS site for 50+. Former reporter at St. Paul Pioneer Press. Proud mom.",617,1421,213,777,"http://t.co/6LMdIgQ6SY","Emily Gurnon","2011-10-04 14:52:29",FALSE,TRUE,"EmilyGurnon","St. Paul, Minnesota","en",384906278,74,FALSE,"http://pbs.twimg.com/profile_images/798551475437715456/y-D3pkWk_normal.jpg",-96.6851982,40.8257625
"CBS6Albany","Bringing you news, weather and sports in the Albany region.",117247,96437,855,1070,"http://t.co/5GFa3V0Eir","CBS 6 Albany - WRGB","2009-01-14 18:44:15",FALSE,TRUE,"CBS6Albany","Albany, New York","en",18989002,823,FALSE,"http://pbs.twimg.com/profile_images/767740907986808832/0ZZHw3_y_normal.jpg",-84.3879824,33.7489954
"BostonChildrens","The official Twitter feed for Boston Children's Hospital, providing you with all of our latest news and information. Disclaimer: http://t.co/z1MUJBo2m5",9374,51092,11932,3241,"http://t.co/IZvtEOmlaa","Boston Children's","2009-06-19 14:15:33",FALSE,FALSE,"BostonChildrens","Boston, MA","en",48715988,1126,FALSE,"http://pbs.twimg.com/profile_images/811616014391771136/lTsnVJyg_normal.jpg",-77.0368707,38.9071923
"PABiomed","Providing free educational programs & information about #medicalresearch, including #AnimalResearch, & how it improves the health of both humans & animals!",6731,624,447,475,"http://t.co/KSpJ0JITGs","PSBR","2010-11-16 19:52:16",FALSE,FALSE,"PABiomed","Camp Hill, PA","en",216458443,68,FALSE,"http://pbs.twimg.com/profile_images/378800000543745915/26bd76da22afc7f22e21252822fbf196_normal.png",-84.3879824,33.7489954
"keepinglifesane","Organizing my life, raising happy kids and staying sane while doing it all. Sharing #recipes, #parenting tips, and life #hacks to make your day easier. #blogger",13107,17245,7260,10895,"https://t.co/gD1acIfgAz","Keeping Life Sane","2015-03-01 20:29:28",FALSE,FALSE,"keepinglifesane","NC","en",3065847418,253,FALSE,"http://pbs.twimg.com/profile_images/723257760197017600/-_q_V7gV_normal.jpg",-2.6103158,53.2326344
"NCMedBoard","The Medical Board regulates medicine and surgery for the benefit and protection of the people of North Carolina.",2759,756,844,411,"http://t.co/zkobUNsLPs","NC Medical Board","2011-05-12 20:40:40",FALSE,FALSE,"NCMedBoard","Raleigh, NC","en",297626609,37,FALSE,"http://pbs.twimg.com/profile_images/849286838816829440/lNtlsbPI_normal.jpg",-84.3879824,33.7489954
"LakewoodUrgent","A walk-in medical facility, open 7 days a week, with most insurances accepted. Providing professional care with a personal touch.",181,22,16,54,"https://t.co/gVncXfgrKK","Lakewood Urgent Care","2017-10-05 15:20:17",FALSE,FALSE,"LakewoodUrgent","Lakewood, OH","en",915959837036511232,0,FALSE,"http://pbs.twimg.com/profile_images/915960631064432645/VXgwh4NH_normal.jpg",-84.3879824,33.7489954
"ityiws","#Chroniclife #spoonie with #chronicpain? In my easy-to-follow, step-by-step guide, I offer #natural, #holistic methods to help you achieve #remission.",52897,5098,6362,3128,"https://t.co/SHswQvPd3Q","Told You I Was Sick","2010-05-15 16:46:38",FALSE,FALSE,"ityiws","Connecticut","en",144216691,491,FALSE,"http://pbs.twimg.com/profile_images/834569334680932356/JpZfpHlc_normal.jpg",-84.3879824,33.7489954
"TAEscmid","TAE represents young scientist members of ESCMID and aims to support trainee involvement in education, research & training #ECCMID2018 | tweets by @mugecevik",1665,554,642,649,"https://t.co/K5pJPNSwoY","Trainee Association of ESCMID","2016-11-24 21:52:04",FALSE,FALSE,"TAEscmid","Basilea, Suiza","en",801906252989218816,10,FALSE,"http://pbs.twimg.com/profile_images/801911436238843904/tEFlAFc1_normal.jpg",-82.3940104,34.8526176
"nexgenair","NexGen Air is a full-service heating, ventilation and air conditioning (HVAC) company servicing Orange and Los Angeles county. #hvac #orangecounty",32,28,7,25,"https://t.co/cXYOCgLyIW","NexGen Air","2016-04-04 20:47:59",FALSE,FALSE,"nexgenair","Anaheim, CA","en",717091366983966720,0,FALSE,"http://pbs.twimg.com/profile_images/960949818255319040/P7XOdcgy_normal.jpg",-122.4014193,37.4337342
"Region6PHTC","Official Twitter account of the Region 6 South Central Public Health Training Center.",74,47,60,59,"https://t.co/EADyCPGVke","Region 6 PHTC","2009-08-12 15:53:38",FALSE,FALSE,"Region6PHTC","New Orleans","en",65071291,3,FALSE,"http://pbs.twimg.com/profile_images/689454542031728640/AoeJhHem_normal.png",-87.6297982,41.8781136
"GalfandBerger","Galfand Berger is a personal injury law firm in Philadelphia serving Allentown, Harrisburg, Philadelphia, all of Pennsylvania & New Jersey",762,72,9,72,"http://t.co/Wujg3mOuDG","Galfand Berger LLP","2013-05-28 14:18:18",FALSE,FALSE,"GalfandBerger","Philadelphia, Pennsylvania","en",1464803804,9,FALSE,"http://pbs.twimg.com/profile_images/951493628723163136/kPNmQ4GF_normal.jpg",-86.7816016,36.1626638
"Tyler_K_Greer","Reformed sports writer. Highlight cool stuff that happens at UAB. Love to talk baseball (Go Braves!), football and music. Opinions are my own.",10961,542,9511,414,"https://t.co/JBomsx6YSd","Tyler Greer","2014-01-29 17:25:52",FALSE,FALSE,"Tyler_K_Greer","Birmingham, AL","en",2312344493,82,FALSE,"http://pbs.twimg.com/profile_images/778955602429153281/CZSNqGsr_normal.jpg",-77.4360481,37.5407246
"ACNMmidwives","We tweet about the care midwives provide for women of all ages. We're passionate about improving women’s health+maternity care. Every woman deserves a midwife!",7442,13887,1075,308,"https://t.co/sr3BcFfy3X","ACNM Midwives","2009-06-23 19:27:58",FALSE,FALSE,"ACNMmidwives","Silver Spring, MD","en",50074068,319,FALSE,"http://pbs.twimg.com/profile_images/799643448357830656/FTrErgEN_normal.jpg",-91.9876419,30.1644657
"HealthyPinellas","The Florida Department of Health in Pinellas County works for you in the community.",3943,653,1892,543,"https://t.co/N6YVQiQG5x","FL Health Pinellas","2016-07-13 19:41:52",FALSE,FALSE,"HealthyPinellas","St Petersburg, FL","en",753313515134476288,69,FALSE,"http://pbs.twimg.com/profile_images/935876733596823552/3Uc_Dp26_normal.jpg",-74.4884868,40.497604
"WoburnHealth","",298,113,161,41,"https://t.co/L3152q9fbM","Woburn Board Health","2015-11-02 21:23:37",FALSE,FALSE,"WoburnHealth","Woburn, MA","en",4099973915,2,FALSE,"http://pbs.twimg.com/profile_images/936274329251303425/NhjZRN49_normal.jpg",-74.511172,40.3025907
"MageeNews","Online news and social site about Magee, Mississippi and Simpson County",9461,1328,198,751,"http://t.co/fc6AtbQ1PM","MageeNews.com","2009-04-18 02:40:49",FALSE,FALSE,"MageeNews","Magee, MS 39111","en",32743945,14,FALSE,"http://pbs.twimg.com/profile_images/478586904003100672/MrFYo3AS_normal.jpeg",-106.4850217,31.7618778
"OscilloUSA","Oscillococcinum®, Chestal® & Coldcalm® are non-drowsy,@BoironUSA homeopathic cough, cold & flu medicines.",15578,4447,7,476,"https://t.co/dT7XvO0ATL","Oscillococcinum USA","2008-12-04 19:50:15",FALSE,FALSE,"OscilloUSA","Newtown Square, Pa.","en",17876394,96,FALSE,"http://pbs.twimg.com/profile_images/378800000053549469/4dce20362fd0e647833575202ccb2eb9_normal.png",-119.791009,39.1860227
"marisa_raphael","Deputy Commissioner - Office of Emergency Preparedness and Response NYC Department of Health and Mental Hygiene, @nycHealthy. Opinions are my own.",606,782,381,729,"https://t.co/ChcKtmXnIi","Marisa Raphael","2016-04-08 13:36:01",FALSE,FALSE,"marisa_raphael","New York, NY","en",718432209712103424,11,FALSE,"http://pbs.twimg.com/profile_images/837410724091686915/JlJzW6Pb_normal.jpg",-106.4850217,31.7618778
"STJOESHAMILTON","A premier academic & research health care organization affiliated with McMaster University, Mohawk College & led by the St. Joseph's Health System.",8946,6126,2565,1704,"https://t.co/d4cegkQKs8","St. Joe's Hamilton","2012-02-16 17:31:19",FALSE,TRUE,"STJOESHAMILTON","Hamilton, Ontario, Canada","en",494232447,160,FALSE,"http://pbs.twimg.com/profile_images/821034315584782336/TQg-CqLp_normal.jpg",-77.1945247,41.2033216
"RRInternational","Official Twitter profile of Radio Romania International/ Pagina oficiala de Twitter a Radio România Interna<U+021B>ional (RRInternational)",105434,2161,198,593,"http://t.co/MDWoT8661r","Radio Romania International","2009-04-09 06:24:47",FALSE,FALSE,"RRInternational","Romania","en",29935980,140,FALSE,"http://pbs.twimg.com/profile_images/840537570060713984/LgyKzqPK_normal.jpg",-84.3879824,33.7489954
"shyduroff","co-fndr, co-dir, mit e-club (institvte-wide); instructor, mit edgerton ctr; fndr, cannery iron works; docent, tinker, http://t.co/siTjjFLFDu; more ...",251658,1743,15607,5002,"http://t.co/FHo8Rbfifo","shyduroff","2008-05-31 11:32:21",FALSE,FALSE,"shyduroff","MIT+brksrpthbrmbccdvtmrattftpt","en",14962437,1005,FALSE,"http://pbs.twimg.com/profile_images/3695201339/dcec331712656e45a8bbeebc392e5ec8_normal.jpeg",-111.9260519,33.4941704
"TheGreaterGo","Creating positive travel experiences for all, including those with special needs. All trips support the Greater Go Foundation! #GOandGive 844-324-1376",955,127,48,198,"https://t.co/mKSPGytpts","Rebecca Kirby","2014-06-19 15:20:15",FALSE,FALSE,"TheGreaterGo","Greenwood, IN","en",2577039566,8,FALSE,"http://pbs.twimg.com/profile_images/481192176320139264/G3XNtsi6_normal.jpeg",-95.712891,37.09024
"TrueFormLife","Syndicated #Radio Host of Exploring Mind & Body. Stress. Detox. Nutrition. Health. Fitness. Holistic. Try our FREE 10 Day #Fitness Challenge",49480,14854,2508,2633,"https://t.co/pCNv996l2u","Drew Taddia","2011-07-02 16:53:07",FALSE,FALSE,"TrueFormLife","Calgary","en",328050035,199,FALSE,"http://pbs.twimg.com/profile_images/538770552186339329/9A2UleB8_normal.jpeg",-84.3879824,33.7489954
"RuudWedding","blunt and upfront but always on the right side of history https://t.co/lgzyf5Cgpt",12945,64,10,7,"https://t.co/OEeTx48Nmk","Ruud Wedding","2010-11-14 05:43:31",FALSE,FALSE,"RuudWedding","Netherlands","en",215530058,44,FALSE,"http://pbs.twimg.com/profile_images/1975545234/R-LOGO-SMALL_normal.png",-74.0059728,40.7127753
"FTMnutrition","Endurance sports nutrition & wellness store. We help you reach optimum performance through information, advice, & proper supplementation.

#getyourfuelon",1500,364,203,222,"http://t.co/NQbvPVHR5D","Feed The Machine","2009-07-31 16:58:52",FALSE,FALSE,"FTMnutrition","Hermosa Beach, CA","en",61816683,24,FALSE,"http://pbs.twimg.com/profile_images/588478435988623361/yeHrF3u6_normal.png",-106.4850217,31.7618778
"FSAMarket","FSA Market provides you with all FSA eligible products. Find the trusted brands you need, hassle-free, with fast secure checkout.",181,259,65,71,"https://t.co/Yo9uYK9HSe","FSA Market","2017-05-23 15:14:49",FALSE,FALSE,"FSAMarket","San Diego, CA","en",867036100237316096,0,FALSE,"http://pbs.twimg.com/profile_images/908766335651291136/mfko2616_normal.jpg",-111.9260519,33.4941704
"ColumbiaDoctors","ColumbiaDoctors, the faculty practice of CUMC, has more than 1,800 physicians, dentists, & ANPs in 230 specialties & subspecialties. #patientcare #health",1598,681,93,194,"https://t.co/eCTiAv0vJc","ColumbiaDoctors","2011-07-11 13:51:01",FALSE,FALSE,"ColumbiaDoctors","New York","en",333402741,29,FALSE,"http://pbs.twimg.com/profile_images/684089183753912321/GeTZBvde_normal.jpg",-89.3985283,40.6331249
"_APCI","Member owned, group purchasing organization established in the interest of independent pharmacy. Like us on Facebook at: http://t.co/i6nz3dmm",4667,994,48,161,"http://t.co/WcZ2uu37AZ","APCI","2010-06-02 21:30:12",FALSE,FALSE,"_APCI","Bessemer, AL","en",151202705,28,FALSE,"http://pbs.twimg.com/profile_images/524269658786889728/XJU99xTC_normal.jpeg",-95.0431997,40.7234542
"TheLogNewspaper","The Log provides the latest information on California's boating and fishing news.",8818,2913,4797,2525,"https://t.co/aWOsco33pd","The Log","2009-04-17 16:35:02",FALSE,FALSE,"TheLogNewspaper","Fountain Valley, CA","en",32470325,178,FALSE,"http://pbs.twimg.com/profile_images/2205333855/262605_125012727582935_123883017695906_206763_5341821_n_normal.jpg",-94.6707917,38.9822282
"ciphi_national","Keeping the world up to date with CIPHI, our members and our partners in health protection.",3299,878,587,759,"http://t.co/cQjf7uKYDx","CIPHI National","2011-07-20 20:49:03",FALSE,FALSE,"ciphi_national","Canada","en",339263510,21,FALSE,"http://pbs.twimg.com/profile_images/648550429932982273/aMi8qQYZ_normal.png",-74.0059728,40.7127753
"LesleyMaiseyCAN","long distance triathlete, health and wellness professional, Nike Vancouver and Lululemon Athlete Ambassador",288,37,90,95,"https://t.co/9HCuLtIPmP","Lesley Maisey","2011-04-07 05:31:18",FALSE,FALSE,"LesleyMaiseyCAN","North Vancouver, BC","en",278389812,6,FALSE,"http://pbs.twimg.com/profile_images/1302831131/Lester_normal.JPG",-95.9979883,41.2523634
"Sell_TShirts","Ceo of J.Calvio Apparel - St.Louis, Mo. U.S.A.
-author, poet, vegan, fashion designer,  entrepreneur, blogger, marketing, business planner, and advocate.",3725,969,445,1070,"https://t.co/VlkkfdzZtj","byron lovings","2011-05-02 08:03:11",FALSE,FALSE,"Sell_TShirts","Missouri, USA","en",291579591,117,FALSE,"http://pbs.twimg.com/profile_images/808913693673197569/Kj7OqG9M_normal.jpg",133.775136,-25.274398
"drtaranarula","CBS News Medical Contributor, Assistant Professor Cardiology & Associate Director CCU Lenox Hill Hospital, Northwell Health.",633,2157,1229,452,"https://t.co/skYQWd3bhq","Tara Narula M.D.","2016-09-21 17:28:18",FALSE,TRUE,"drtaranarula","New York, NY","en",778647051978539008,42,FALSE,"http://pbs.twimg.com/profile_images/778665702462988288/-hx89Rzm_normal.jpg",-122.4194155,37.7749295
"AmeriBestHealth","AmeriBest Home Care is dedicated to providing high quality comprehensive home health and personal care services to our valued patients in our community.",864,510,30,201,"https://t.co/xZogIJib5V","AmeriBest HomeCare","2015-10-29 20:13:51",FALSE,FALSE,"AmeriBestHealth","Philadelphia, PA","en",4070131925,22,FALSE,"http://pbs.twimg.com/profile_images/697464141196455936/mudAwj5w_normal.jpg",-84.2807329,30.4382559
"JWatch","Save time and stay informed. Our physician-editors offer you clinical perspectives on key research and news.",5466,16123,35,68,"http://t.co/jDC8vPV482","NEJM Journal Watch","2009-03-23 04:22:46",FALSE,FALSE,"JWatch","Waltham, MA","en",25952049,403,FALSE,"http://pbs.twimg.com/profile_images/378800000049399270/f5db8f1f9bb928c1f4c586c419bde230_normal.png",-122.1251418,48.1987118
